Team 1,Team 2,Time Left,Team 1 Score,Team 2 Score,Raid Success Rate 1,Raid Success Rate 2,Tackle Success Rate 1,Tackle Success Rate 2,Outcome
Dabang Delhi K.C.,Bengaluru Bulls,27,5,47,0.7888343655418522,0.5369415338400619,0.9588345566632508,0.7364800359519539,Team 2 Wins
Tamil Thalaivas,Bengal Warriors,18,18,8,0.4485566549087262,0.7415727611865788,0.9511962106373171,0.7775016652678974,Team 1 Wins
Dabang Delhi K.C.,Haryana Steelers,37,10,33,0.7495164864908889,0.8108043135430826,0.8347692493317005,0.1432862709137871,Team 2 Wins
U.P. Yoddhas,Haryana Steelers,11,44,44,0.09419280871474622,0.4449322315607612,0.7297815932353746,0.3037869073059548,Draw
U Mumba,Gujarat Giants,18,9,11,0.8837716610052401,0.4755447369226393,0.15931458661889353,0.6945071718763807,Team 2 Wins
Dabang Delhi K.C.,Gujarat Giants,13,2,20,0.7440466483461456,0.9278900513830902,0.08753289544583198,0.8236241673775598,Team 2 Wins
Gujarat Giants,Dabang Delhi K.C.,14,38,34,0.36346614882136574,0.096884929780366,0.6952909059210571,0.9387878175126196,Team 1 Wins
Dabang Delhi K.C.,Bengal Warriors,16,43,0,0.9505418588928921,0.13486773650421358,0.012650154364852506,0.8493968588486756,Team 1 Wins
Bengal Warriors,Patna Pirates,10,4,9,0.6993464529076786,0.041619108033636776,0.21813837221506216,0.8658166141578203,Team 2 Wins
Tamil Thalaivas,Patna Pirates,8,18,18,0.6113792989918745,0.629587938125678,0.7991425233041537,0.9112648458409933,Draw
Bengal Warriors,Haryana Steelers,22,17,33,0.25673762951288237,0.048110265308774935,0.617783405510887,0.1528480477873878,Team 2 Wins
U.P. Yoddhas,Haryana Steelers,16,39,8,0.724075020228987,0.07041799580978603,0.44188811608950895,0.5950852982344154,Team 1 Wins
